PV_gen_share,OcM,REM,Storage_hrs,BackupShare,Storage_LCOH,GreenHydrogen_LCOH,Transport_LCHS,Electricity_LCOH,Total_LCOH
0,0.5,2,1,0.416960099729553,0.0194185458376594,7.44798623627363,0.0542482204489013,4.48289139391606,12.0045443964763
0,0.5,2,2,0.416960099729553,0.0388370916753188,7.44798623627363,0.0542482204489013,4.48289139391606,12.0239629423139
0,0.5,2,3,0.416960099729553,0.0582556375129782,7.44798623627363,0.0542482204489013,4.48289139391606,12.0433814881516
0,0.5,2,4,0.416960099729553,0.0776741833506377,7.44798623627363,0.0542482204489013,4.48289139391606,12.0628000339892
0,0.5,2,5,0.416960099729553,0.0970927291882971,7.44798623627363,0.0542482204489013,4.48289139391606,12.0822185798269
0,0.5,2,6,0.416960099729553,0.116511275025956,7.44798623627363,0.0542482204489013,4.48289139391606,12.1016371256645
0,0.5,2,7,0.416960099729553,0.135929820863616,7.44798623627363,0.0542482204489013,4.48289139391606,12.1210556715022
0,0.5,2,8,0.416960099729553,0.155348366701275,7.44798623627363,0.0542482204489013,4.48289139391606,12.1404742173399
0,0.5,2,9,0.416960099729553,0.174766912538935,7.44798623627363,0.0542482204489013,4.48289139391606,12.1598927631775
0,0.5,2,10,0.416960099729553,0.194185458376594,7.44798623627363,0.0542482204489013,4.48289139391606,12.1793113090152
0,0.5,2,11,0.416960099729553,0.213604004214254,7.44798623627363,0.0542482204489013,4.48289139391606,12.1987298548528
0,0.5,2,12,0.416960099729553,0.233022550051913,7.44798623627363,0.0542482204489013,4.48289139391606,12.2181484006905
0,0.5,2,13,0.416960099729553,0.252441095889572,7.44798623627363,0.0542482204489013,4.48289139391606,12.2375669465282
0,0.5,2,14,0.416960099729553,0.271859641727232,7.44798623627363,0.0542482204489013,4.48289139391606,12.2569854923658
0,0.5,2,15,0.416960099729553,0.291278187564891,7.44798623627363,0.0542482204489013,4.48289139391606,12.2764040382035
0,0.5,2,16,0.416960099729553,0.310696733402551,7.44798623627363,0.0542482204489013,4.48289139391606,12.2958225840411
0,0.5,2,17,0.416960099729553,0.33011527924021,7.44798623627363,0.0542482204489013,4.48289139391606,12.3152411298788
