PV_gen_share,OcM,REM,Storage_hrs,BackupShare,Storage_LCOH,GreenHydrogen_LCOH,Transport_LCHS,Electricity_LCOH,Total_LCOH
0,1,1,1,0.563448529994592,0.0194191303434248,7.26809885517314,0.0542498533413887,2.99373575350726,10.3355035923652
0,1,1,2,0.563448529994592,0.0388382606868496,7.26809885517314,0.0542498533413887,2.99373575350726,10.3549227227086
0,1,1,3,0.563448529994592,0.0582573910302744,7.26809885517314,0.0542498533413887,2.99373575350726,10.3743418530521
0,1,1,4,0.563448529994592,0.0776765213736992,7.26809885517314,0.0542498533413887,2.99373575350726,10.3937609833955
0,1,1,5,0.563448529994592,0.097095651717124,7.26809885517314,0.0542498533413887,2.99373575350726,10.4131801137389
0,1,1,6,0.563448529994592,0.116514782060549,7.26809885517314,0.0542498533413887,2.99373575350726,10.4325992440823
0,1,1,7,0.563448529994592,0.135933912403974,7.26809885517314,0.0542498533413887,2.99373575350726,10.4520183744258
0,1,1,8,0.563448529994592,0.155353042747398,7.26809885517314,0.0542498533413887,2.99373575350726,10.4714375047692
0,1,1,9,0.563448529994592,0.174772173090823,7.26809885517314,0.0542498533413887,2.99373575350726,10.4908566351126
0,1,1,10,0.563448529994592,0.194191303434248,7.26809885517314,0.0542498533413887,2.99373575350726,10.510275765456
0,1,1,11,0.563448529994592,0.213610433777673,7.26809885517314,0.0542498533413887,2.99373575350726,10.5296948957995
0,1,1,12,0.563448529994592,0.233029564121098,7.26809885517314,0.0542498533413887,2.99373575350726,10.5491140261429
0,1,1,13,0.563448529994592,0.252448694464522,7.26809885517314,0.0542498533413887,2.99373575350726,10.5685331564863
0,1,1,14,0.563448529994592,0.271867824807947,7.26809885517314,0.0542498533413887,2.99373575350726,10.5879522868297
0,1,1,15,0.563448529994592,0.291286955151372,7.26809885517314,0.0542498533413887,2.99373575350726,10.6073714171732
0,1,1,16,0.563448529994592,0.310706085494797,7.26809885517314,0.0542498533413887,2.99373575350726,10.6267905475166
0,1,1,17,0.563448529994592,0.330125215838222,7.26809885517314,0.0542498533413887,2.99373575350726,10.64620967786
0,1,1,18,0.563448529994592,0.349544346181647,7.26809885517314,0.0542498533413887,2.99373575350726,10.6656288082034
0,1,1,19,0.563448529994592,0.368963476525071,7.26809885517314,0.0542498533413887,2.99373575350726,10.6850479385469
0,1,1,20,0.563448529994592,0.388382606868496,7.26809885517314,0.0542498533413887,2.99373575350726,10.7044670688903
0,1,1,21,0.563448529994592,0.407801737211921,7.26809885517314,0.0542498533413887,2.99373575350726,10.7238861992337
0,1,1,22,0.563448529994592,0.427220867555346,7.26809885517314,0.0542498533413887,2.99373575350726,10.7433053295771
0,1,1,23,0.563448529994592,0.446639997898771,7.26809885517314,0.0542498533413887,2.99373575350726,10.7627244599206
0,1,1,24,0.563448529994592,0.466059128242195,7.26809885517314,0.0542498533413887,2.99373575350726,10.782143590264
0,1,1,25,0.563448529994592,0.48547825858562,7.26809885517314,0.0542498533413887,2.99373575350726,10.8015627206074
0,1,2,1,0.416960099729553,0.0194185458376594,5.37204972348363,0.0542482204489013,4.48289139391606,9.92860788368626
