PV_gen_share,ReM_OcM_Ratio,REM,Storage_hrs,Storage_LCOH,GreenHydrogen_LCOH,Transport_LCHS,Electricity_LCOH,Electricity_LCOS,Total_LCOH
0,0.45,2.3,1,0.013386459151397,5.18685716834942,0.0548407812079996,4.83183182818472,351.850558295981,10.0869162368935
0,0.45,2.3,2,0.0267716732692805,5.16874924466798,0.0548382309215596,4.81588493379122,350.689316784489,10.06624408265
0,0.45,2.3,3,0.0401538973966769,5.162422606179,0.0548332977594457,4.81021245260322,350.276250737512,10.0676222539383
0,0.45,2.3,4,0.0535379420699064,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.0782781934242
0,0.45,2.3,5,0.066922427587383,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.0916626789417
0,0.45,2.3,6,0.0803069131048595,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1050471644591
0,0.45,2.3,7,0.0936913986223361,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1184316499766
0,0.45,2.3,8,0.107075884139813,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1318161354941
0,0.45,2.3,9,0.120460369657289,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1452006210116
0,0.45,2.3,10,0.133844855174766,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.158585106529
0,0.45,2.3,11,0.147229340692242,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1719695920465
0,0.45,2.3,12,0.160613826209719,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.185354077564
0,0.45,2.3,13,0.173998311727196,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.1987385630815
0,0.45,2.3,14,0.187382797244672,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2121230485989
0,0.45,2.3,15,0.200767282762149,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2255075341164
0,0.45,2.3,16,0.214151768279625,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2388920196339
0,0.45,2.3,17,0.227536253797102,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2522765051514
0,0.45,2.3,18,0.240920739314579,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2656609906689
0,0.45,2.3,19,0.254305224832055,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2790454761863
0,0.45,2.3,20,0.267689710349532,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.2924299617038
0,0.45,2.3,21,0.281074195867008,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.3058144472213
0,0.45,2.3,22,0.294458681384485,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.3191989327388
0,0.45,2.3,23,0.307843166901962,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.3325834182562
0,0.45,2.3,24,0.321227652419438,5.16097025305582,0.0548326957520333,4.80893730254642,350.183395217008,10.3459679037737
0,0.45,2.4,1,0.0133864591513969,5.26822737638242,0.0556041340926515,4.92126029940443,358.362675986558,10.2584782690309
0,0.45,2.4,2,0.026769871077856,5.221117044134,0.0555978053726318,4.87925717569983,355.30403838261,10.1827418962843
0,0.45,2.4,3,0.0401502368197411,5.20083192493591,0.0555914780930856,4.86133582449084,353.999018329652,10.1579094643396
0,0.45,2.4,4,0.053527557416942,5.18923028747149,0.0555851522535211,4.85130006452692,353.268221424504,10.1496430616689
0,0.45,2.4,5,0.0669018339088756,5.18176101536772,0.0555788278534467,4.84477237768934,352.792879910178,10.1490140548194
0,0.45,2.4,6,0.0802730673344857,5.17800585399481,0.0555725048923712,4.84139931579865,352.547255941544,10.1552507420203
0,0.45,2.4,7,0.0936493027463651,5.17647810476864,0.0555709566414338,4.84004642187722,352.448739168094,10.1657447860337
0,0.45,2.4,8,0.107027774567274,5.17647810476864,0.0555709566414338,4.84004642187722,352.448739168094,10.1791232578546
0,0.45,2.4,9,0.120406246388184,5.17647810476864,0.0555709566414338,4.84004642187722,352.448739168094,10.1925017296755
