PV_gen_share,ReM_OcM_Ratio,REM,Storage_hrs,Storage_LCOH,GreenHydrogen_LCOH,Transport_LCHS,Electricity_LCOH,Electricity_LCOS,Total_LCOH
1,0.45,2.5,1,0.0133879831107721,8.61615539824272,0.056369288627629,3.96370838762993,288.634426590548,12.649621057611
1,0.45,2.5,2,0.0267759662215441,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.5399522369481
1,0.45,2.5,3,0.0401639493323161,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.5533402200589
1,0.45,2.5,4,0.0535519324430882,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.5667282031696
1,0.45,2.5,5,0.0669399155538602,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.5801161862804
1,0.45,2.5,6,0.0803278986646322,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.5935041693912
1,0.45,2.5,7,0.0937158817754043,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.606892152502
1,0.45,2.5,8,0.107103864886176,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6202801356127
1,0.45,2.5,9,0.120491847996948,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6336681187235
1,0.45,2.5,10,0.13387983110772,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6470561018343
1,0.45,2.5,11,0.147267814218492,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6604440849451
1,0.45,2.5,12,0.160655797329264,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6738320680558
1,0.45,2.5,13,0.174043780440037,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.6872200511666
1,0.45,2.5,14,0.187431763550809,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7006080342774
1,0.45,2.5,15,0.200819746661581,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7139960173881
1,0.45,2.5,16,0.214207729772353,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7273840004989
1,0.45,2.5,17,0.227595712883125,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7407719836097
1,0.45,2.5,18,0.240983695993897,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7541599667205
1,0.45,2.5,19,0.254371679104669,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7675479498312
1,0.45,2.5,20,0.267759662215441,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.780935932942
1,0.45,2.5,21,0.281147645326213,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.7943239160528
1,0.45,2.5,22,0.294535628436985,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.8077118991635
1,0.45,2.5,23,0.307923611547757,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.8210998822743
1,0.45,2.5,24,0.321311594658529,8.53079032083738,0.056369288627629,3.92601666126156,285.88974187522,12.8344878653851
