Price
117.69649199999999
105.94097749999999
80.62434333333333
65.66610416666667
63.407247500000004
47.56180333333333
22.08956166666667
-1.4588691666666669
-2.8415266666666668
-5.984966666666668
-16.695875
-5.8412
-16.508828333333334
-15.960721666666666
-11.303305
-4.673969166666667
41.39223583333333
60.67815833333333
51.8712875
67.18314833333334
67.53109083333334
49.904207500000005
48.00763166666667
34.409695
26.106395714285718
48.641104999999996
42.137745
47.857195
51.108045000000004
64.39089
86.83301
78.72
84.50999999999999
-1.249435
-4.0
-1.05996
-3.49986
-4.3508
-2.55
4.453215
81.342825
190.4081
207.90107
259.422575
217.770575
168.21278
161.22781
168.08999
139.656715
134.03656999999998
137.85387500000002
117.39189
