Index,G(i)
2456,0
2457,36.53
2458,208.44
2459,396.51
2460,543.99
2461,693.5
2462,754.49
2463,731.24
2464,636.31
2465,507.48
2466,286.9
2467,121.53
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,37.04
2482,212.86
2483,411.9
2484,580.14
2485,697.63
2486,753.42
2487,741.76
2488,665.19
2489,527.19
2490,331.96
2491,123.01
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,35.33
2506,208.95
2507,406.89
2508,574.88
2509,692.13
2510,745.93
2511,736.16
2512,658.75
2513,520.71
2514,344.33
2515,143.77
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,32.81
2530,202.17
2531,374
2532,516.08
2533,623.53
2534,606.05
2535,573.88
2536,490.19
2537,395.86
2538,248.83
2539,93.67
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,22.73
2554,154.16
2555,230.99
2556,362.31
2557,607.34
2558,629.25
2559,574.01
2560,280.08
2561,258.82
2562,281.65
2563,118.97
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,27.32
2578,146.26
2579,238.72
2580,282.12
2581,334.34
2582,455.35
2583,536.76
2584,474.16
2585,319.5
2586,199.76
2587,62.37
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,27.4
2602,157.39
2603,324.68
2604,470.66
2605,509.68
2606,547.33
2607,484.06
2608,486.31
2609,353.14
2610,240.03
2611,85.27
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,21.1
2626,151.83
2627,325.53
2628,533.36
2629,655.34
2630,710.71
2631,681.25
2632,597.83
2633,237.03
2634,57.04
2635,58.14
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,12
2650,98.7
2651,224.58
2652,347.36
2653,364.39
2654,447.53
2655,494.84
2656,396.81
2657,265.66
2658,174.13
2659,77.44
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,12.45
2674,185.96
2675,376.18
2676,538.13
2677,652.71
2678,707.73
2679,695.37
2680,617.41
2681,437.1
2682,219.32
2683,98.27
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,14.45
2698,123.97
2699,254.37
2700,376.05
2701,516.39
2702,679.13
2703,682.65
2704,604.7
2705,464.85
2706,296.12
2707,107.95
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,15.1
2722,98.82
2723,146.32
2724,154.89
2725,172.49
2726,125.91
2727,125.72
2728,207.94
2729,318.79
2730,177.76
2731,82.97
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,11.05
2746,104.28
2747,237.92
2748,423.16
2749,586.62
2750,696.41
2751,681.68
2752,604.08
2753,470.86
2754,292.78
2755,103.91
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,13.7
2770,167.93
2771,346.67
2772,478.56
2773,519.01
2774,553.85
2775,419.86
2776,263.33
2777,146.64
2778,87.21
2779,20.17
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,13.45
2794,130.24
2795,307.09
2796,340.59
2797,441.88
2798,311.04
2799,371.47
2800,354.02
2801,285.3
2802,169.49
2803,75.54
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,10.1
2818,168.88
2819,350.57
2820,507.76
2821,604.04
2822,647.88
2823,583.09
2824,554.73
2825,421.65
2826,275.55
2827,92.68
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,8.7
2842,53.18
2843,100.19
2844,169.56
2845,135.33
2846,100.55
2847,100.78
2848,66.85
2849,139.78
2850,94.47
2851,36.29
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,3.15
2866,93.25
2867,269.56
2868,371.36
2869,582.83
2870,607.84
2871,409.47
2872,356.87
2873,222.89
2874,194.22
2875,57.2
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,9.9
2890,136.04
2891,272.82
2892,442.47
2893,532.89
2894,571.69
2895,528.23
2896,524.65
2897,396.8
2898,232.03
2899,74.7
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,5.95
2914,115.93
2915,228.71
2916,366.01
2917,364.33
2918,317.15
2919,426.92
2920,413.05
2921,206.06
2922,156.8
2923,48.23
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,5.9
2938,106.31
2939,210.32
2940,237.56
2941,336.87
2942,462.12
2943,357.03
2944,357.37
2945,209.44
2946,170.78
2947,64.22
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,8
2962,95.28
2963,195.45
2964,309.32
2965,423.14
2966,447.78
2967,467.19
2968,374.17
2969,358.42
2970,134.14
2971,42.48
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,7.35
2986,145.74
2987,331.91
2988,488.59
2989,574.32
2990,645.03
2991,629.59
2992,559.73
2993,427.53
2994,253.63
2995,74.49
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,7.05
3010,149.67
3011,334.17
3012,492.97
3013,604.23
3014,646.92
3015,609.49
3016,527.07
3017,407.13
3018,253.49
3019,73.07
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,93.65
3035,266.31
3036,435.72
3037,525.99
3038,587.35
3039,562.16
3040,444.25
3041,324.4
3042,168.2
3043,45.68
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,120.21
3059,252.07
3060,376.66
3061,550.87
3062,609.97
3063,559.66
3064,453.3
3065,260.84
3066,153.53
3067,49.31
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,134.06
3083,287.66
3084,454.79
3085,542.52
3086,502.19
3087,314.61
3088,277.74
3089,225.72
3090,132.91
3091,41.97
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,117.88
3107,271.35
3108,445.2
3109,545.35
3110,516.13
3111,508.93
3112,361.24
3113,337.62
3114,151.29
3115,39.69
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,107.21
3131,236.42
3132,422.24
3133,451.91
3134,441.88
3135,466.9
3136,410.43
3137,320.78
3138,201.05
3139,50.25
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,119.88
3155,281.81
3156,430.12
3157,490.99
3158,555.78
3159,533.48
3160,464.21
3161,320.42
3162,169.08
3163,48.38
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,0
3177,0
3178,111.09
3179,300.77
3180,442.4
3181,543.56
3182,601.72
3183,597.02
3184,518.42
3185,394.35
3186,226.36
3187,56.68
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,107.9
3203,248.9
3204,377.73
3205,495.28
3206,528.08
3207,477.73
3208,415.12
3209,230.21
3210,177.74
3211,45.94
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,120.98
3227,263.65
3228,418.74
3229,540.07
3230,547.29
3231,572.11
3232,506.36
3233,374.47
3234,203.22
3235,49.43
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,119.63
3251,296.82
3252,450.87
3253,551.16
3254,598.64
3255,591.48
3256,517.95
3257,388.71
3258,220.14
3259,52.02
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,0
3272,0
3273,0
3274,122.85
3275,300.3
3276,454.49
3277,561.61
3278,610.19
3279,596.09
3280,520.35
3281,389.92
3282,220.11
3283,51
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,0
3296,0
3297,0
3298,117.14
3299,290.5
3300,441.9
3301,547.27
3302,595.11
3303,580.85
3304,506.06
3305,377.83
3306,210.77
3307,47.5
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,112.26
3323,282.35
3324,433.18
3325,540.61
3326,587.17
3327,568.08
3328,492.36
3329,365.82
3330,202.12
3331,44.46
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,98
3347,265.41
3348,410.63
3349,522.48
3350,564.06
3351,564.46
3352,492.79
3353,366.37
3354,173.06
3355,37.65
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,91.02
3371,229.26
3372,337.54
3373,382.94
3374,471.63
3375,312.18
3376,163.86
3377,141.28
3378,47
3379,11.18
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,79.97
3395,201.89
3396,316.83
3397,341.93
3398,453.67
3399,376.47
3400,411.53
3401,273.2
3402,117.8
3403,27.1
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,34.63
3419,83.63
3420,110.34
3421,157.71
3422,160.07
3423,139.99
3424,129.74
3425,61.14
3426,33.14
3427,9.3
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3441,0
3442,64.44
3443,187.24
3444,267.05
3445,326.15
3446,410.35
3447,447.32
3448,343.33
3449,279.87
3450,105.32
3451,16.19
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,57.13
3467,197.1
3468,304.19
3469,432.24
3470,352.5
3471,373.36
3472,354.1
3473,182.87
3474,95.82
3475,18.33
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,81.68
3491,152.53
3492,203.09
3493,364.97
3494,476.37
3495,552.05
3496,482.08
3497,353.06
3498,147.27
3499,27.86
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,96.77
3515,246.46
3516,368.49
3517,431.82
3518,433.6
3519,255.37
3520,171.29
3521,100.3
3522,77.29
3523,21.81
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,89
3539,254.26
3540,394.86
3541,499.14
3542,531.11
3543,485.39
3544,351.8
3545,232.27
3546,59.84
3547,14.34
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,71.21
3563,225.71
3564,390.5
3565,481.69
3566,536.91
3567,517.93
3568,409.72
3569,313.27
3570,108.2
3571,23.41
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,89.7
3587,253.67
3588,401.49
3589,504.91
3590,552.39
3591,538.79
3592,465.41
3593,340.84
3594,181.55
3595,33.81
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,88.25
3611,251.27
3612,385.33
3613,481.04
3614,524.35
3615,379.75
3616,66.85
3617,40.93
3618,71.23
3619,27.19
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,80.73
3635,214.26
3636,361.61
3637,430.24
3638,364.73
3639,406.95
3640,211.5
3641,48.49
3642,29.44
3643,9.7
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,58.32
3659,165.43
3660,274.21
3661,411.92
3662,470.99
3663,341.39
3664,298.85
3665,239.85
3666,106.86
3667,19.39
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,51.19
3683,147.25
3684,252.39
3685,299.04
3686,348.75
3687,395.94
3688,295.8
3689,238.11
3690,85.33
3691,15.81
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,39.25
3707,121.46
3708,204.21
3709,333.3
3710,341.13
3711,310.01
3712,296
3713,225.1
3714,100.02
3715,20.25
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,75.73
3731,234.63
3732,372.02
3733,475.14
3734,520.5
3735,497.12
3736,433.99
3737,307.39
3738,149.75
3739,26
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,67.28
3755,176.36
3756,361.76
3757,449.25
3758,533.18
3759,521.42
3760,450.83
3761,329.06
3762,173.42
3763,30.17
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,43.88
3779,136.96
3780,220.26
3781,326.7
3782,408.21
3783,340.94
3784,332.76
3785,263.57
3786,126.23
3787,20.73
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,70.6
3803,205.31
3804,324.37
3805,468.3
3806,489.55
3807,448.28
3808,401.79
3809,264.68
3810,138.95
3811,22.15
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,73.49
3827,231.01
3828,375.99
3829,477.73
3830,500.65
3831,489.03
3832,404.84
3833,295.02
3834,161.57
3835,27.18
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,70.25
3851,220
3852,329.82
3853,399.43
3854,445.72
3855,408.58
3856,354.71
3857,258.17
3858,127.01
3859,24.19
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,52.37
3875,182.31
3876,322.9
3877,434.48
3878,527.03
3879,517.65
3880,448.26
3881,327.24
3882,171.22
3883,29.23
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,47.93
3899,179.42
3900,315.7
3901,408.48
3902,509.92
3903,492.92
3904,393.99
3905,259.89
3906,140.17
3907,26
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,64.6
3923,216.61
3924,359.43
3925,456.73
3926,498.01
3927,479.97
3928,393.32
3929,295.8
3930,162.51
3931,27.89
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,0
3946,40.51
3947,159.41
3948,122.33
3949,174.88
3950,133.66
3951,234.46
3952,277.88
3953,238.35
3954,125.38
3955,20.8
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,0
3970,61.96
3971,209.65
3972,349.52
3973,451.51
3974,498.24
3975,475.22
3976,336.31
3977,110.07
3978,73.46
3979,19.79
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,54.08
3995,145.97
3996,283.74
3997,392.14
3998,446.55
3999,333.12
4000,246.32
4001,148.41
4002,81.58
4003,18.8
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,57.07
4019,196.68
4020,306.55
4021,372.91
4022,386.9
4023,446.2
4024,292.55
4025,174.65
4026,90.65
4027,14.05
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,45.55
4043,134.53
4044,255.29
4045,375.64
4046,384.34
4047,398.56
4048,301.39
4049,199.68
4050,141.67
4051,24.5
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,61.33
4067,212.31
4068,357.05
4069,461
4070,511.95
4071,499.4
4072,426.36
4073,301.32
4074,165.83
4075,28.63
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,39.67
4091,161.77
4092,299.16
4093,315.82
4094,335.87
4095,295.25
4096,327.36
4097,228.46
4098,121.83
4099,19.15
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,53.12
4115,167.22
4116,324.77
4117,421.06
4118,469.75
4119,436.72
4120,342.57
4121,233.83
4122,115.28
4123,19.1
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4137,0
4138,44.93
4139,137.91
4140,250.08
4141,334
4142,395.64
4143,358.74
4144,288.88
4145,228.74
4146,110.6
4147,25.49
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,47.04
4163,163.86
4164,207.73
4165,315.02
4166,337.43
4167,362.05
4168,267.61
4169,209.59
4170,94.86
4171,23.79
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,58.36
4187,194.86
4188,349.52
4189,441.93
4190,489.02
4191,478.65
4192,418.12
4193,315.98
4194,138.35
4195,22.97
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,46.26
4211,148.3
4212,294.66
4213,379.52
4214,481.82
4215,425.65
4216,388.56
4217,291.92
4218,145.23
4219,27.76
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,56.34
4235,186.67
4236,338.51
4237,444.5
4238,492.3
4239,491.87
4240,409.96
4241,301.57
4242,128.09
4243,23.25
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,36.11
4259,124.58
4260,241.71
4261,316.86
4262,436.7
4263,438.19
4264,414.55
4265,296.23
4266,163.39
4267,29.57
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,57.67
4283,206.07
4284,352.19
4285,457.43
4286,509.93
4287,502.31
4288,437.89
4289,321.32
4290,170.58
4291,31.79
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,56.49
4307,196.67
4308,347.04
4309,452.07
4310,503.88
4311,496.17
4312,431.17
4313,313.82
4314,167.2
4315,29.05
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,58.01
4331,209.19
4332,356.23
4333,463.9
4334,517.94
4335,511.51
4336,445.61
4337,328.28
4338,176.19
4339,33.67
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,51.23
4355,154.78
4356,239.27
4357,370.93
4358,410.73
4359,393.79
4360,394.44
4361,258.63
4362,159.19
4363,31.21
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,0
4378,55.65
4379,196.99
4380,326.74
4381,421.79
4382,486.99
4383,496.13
4384,435.78
4385,319.91
4386,162.49
4387,27.17
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,54.59
4403,202.86
4404,342.81
4405,437.41
4406,445.99
4407,423.46
4408,289.39
4409,185
4410,108.81
4411,28.54
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,47.88
4427,145.81
4428,267.13
4429,386.15
4430,425.96
4431,396.73
4432,314.94
4433,224.38
4434,115.42
4435,23.69
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,35.55
4451,131.46
4452,223.74
4453,343.1
4454,346.77
4455,419.06
4456,355.71
4457,292.81
4458,59.48
4459,19.65
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,41.44
4475,139.03
4476,256.16
4477,297.76
4478,351.73
4479,340.81
4480,284.79
4481,202.96
4482,116.96
4483,26.44
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,39.59
4499,143.17
4500,265.2
4501,378.85
4502,399.28
4503,461.72
4504,406.07
4505,328.44
4506,177.04
4507,37.45
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,58.25
4523,199.27
4524,350.39
4525,444.65
4526,513.35
4527,492.48
4528,405.87
4529,326.2
4530,182.27
4531,36.91
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,59.2
4547,210.59
4548,358.05
4549,467.17
4550,522.41
4551,517.72
4552,453.08
4553,326.4
4554,178.95
4555,38.1
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,54.99
4571,177.49
4572,296.76
4573,388.22
4574,471.46
4575,471.4
4576,418.96
4577,312.5
4578,167.11
4579,34.34
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,39.76
4595,131.7
4596,283.37
4597,402.16
4598,482.53
4599,394.03
4600,326.58
4601,237.56
4602,135.58
4603,25.15
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,59.25
4619,203.65
4620,344.11
4621,450.57
4622,471.5
4623,369.68
4624,239.81
4625,192.35
4626,80.69
4627,12.97
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,51.03
4643,195.66
4644,313.56
4645,408.02
4646,471.39
4647,420.29
4648,302
4649,251.69
4650,121.96
4651,27.88
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,51.26
4667,169.73
4668,275.45
4669,356.37
4670,449.59
4671,437.1
4672,446.85
4673,331.19
4674,179.77
4675,44.2
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,34.84
4691,122.21
4692,236.51
4693,318.6
4694,388.89
4695,411.65
4696,430.38
4697,345.81
4698,194.27
4699,46.14
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,63.98
4715,219.01
4716,370.16
4717,479.59
4718,535.58
4719,524.06
4720,456.67
4721,346.22
4722,194.38
4723,46.6
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,63.54
4739,213.77
4740,357.93
4741,473.16
4742,531.67
4743,528.98
4744,466.2
4745,351.44
4746,196.88
4747,48.09
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,65.41
4763,219.97
4764,369.64
4765,479.82
4766,535.96
4767,532.23
4768,469.05
4769,351.63
4770,192.01
4771,45.61
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,53.74
4787,80.23
4788,165.5
4789,163.31
4790,287.47
4791,419.99
4792,399.35
4793,278.61
4794,163.58
4795,42.51
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,63
4811,134.14
4812,216.13
4813,357.22
4814,290.44
4815,349.03
4816,273.84
4817,256.94
4818,148.54
4819,30.98
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,43.16
4835,171.28
4836,262.29
4837,422.27
4838,403.87
4839,405.68
4840,337.67
4841,265.91
4842,160.02
4843,43.05
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
