Index,G(i)
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,54.47
4859,172.78
4860,326.64
4861,431.27
4862,488.82
4863,443.82
4864,400.18
4865,261.35
4866,193.88
4867,49.78
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,68.34
4883,214.54
4884,358.3
4885,462.69
4886,541.57
4887,543.09
4888,482.09
4889,365.79
4890,213.64
4891,57.37
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,61.06
4907,146.24
4908,271.74
4909,384.39
4910,490.95
4911,554.03
4912,489.86
4913,371.7
4914,216.25
4915,58.84
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,75.55
4931,234.92
4932,385.92
4933,496.4
4934,553.1
4935,542.93
4936,449.45
4937,304.46
4938,147.24
4939,41.26
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,36.96
4955,106.02
4956,218.71
4957,259.58
4958,374.13
4959,404.15
4960,468.21
4961,363.56
4962,214.06
4963,60.29
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,52.02
4979,136.15
4980,239.06
4981,334.19
4982,404.81
4983,409.41
4984,309.18
4985,202.99
4986,126.13
4987,33.61
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,77.34
5003,215.61
5004,352.42
5005,432.81
5006,482.86
5007,465.61
5008,410.47
5009,313.39
5010,179.15
5011,57.65
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,83.44
5027,233.52
5028,390.86
5029,456.76
5030,522.3
5031,576.03
5032,485.09
5033,291.06
5034,141.91
5035,45.2
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,82.61
5051,213.52
5052,393.24
5053,415.23
5054,525.06
5055,548.09
5056,465.74
5057,321.96
5058,143.27
5059,48.77
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,40.87
5075,138.39
5076,255.26
5077,378.08
5078,420.45
5079,514.16
5080,482.35
5081,386.31
5082,230.28
5083,69.43
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,52.26
5099,187.83
5100,352.73
5101,518.06
5102,576.85
5103,573.56
5104,508.48
5105,389.16
5106,232.73
5107,71.08
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,90.09
5123,256.03
5124,411.44
5125,525.14
5126,583.08
5127,578.21
5128,501.85
5129,378.13
5130,219.3
5131,67.1
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,92.43
5147,259.32
5148,412.55
5149,506.96
5150,579.85
5151,578.08
5152,507.43
5153,374.8
5154,228.3
5155,63.9
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,67.98
5171,177.51
5172,277.18
5173,360.47
5174,373.3
5175,243.85
5176,461.89
5177,375.52
5178,234.93
5179,72.96
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,95.51
5195,265.29
5196,415.76
5197,496.51
5198,562.53
5199,545.84
5200,498.04
5201,396.41
5202,241.69
5203,80.26
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,73.97
5219,187.65
5220,253.97
5221,344.41
5222,399.86
5223,456.34
5224,399.92
5225,347.99
5226,200.82
5227,58.37
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,26.3
5243,66.4
5244,112.24
5245,153.1
5246,216.93
5247,236.47
5248,252.61
5249,170.33
5250,81.62
5251,25.89
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,39.69
5267,119.89
5268,113.45
5269,195.66
5270,214.85
5271,428.95
5272,383.6
5273,223.21
5274,72.01
5275,28.54
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,28.3
5291,86.89
5292,133.62
5293,159.12
5294,128.79
5295,179.26
5296,179.88
5297,100.74
5298,82.15
5299,33.32
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,73.34
5315,225.86
5316,402.63
5317,508.07
5318,490.47
5319,419.54
5320,348.39
5321,312.99
5322,141.87
5323,51.79
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,109.88
5339,281.18
5340,446.13
5341,560.85
5342,618.11
5343,610.7
5344,546.14
5345,415.87
5346,189.78
5347,57.42
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,34.08
5363,108.02
5364,311.79
5365,273.14
5366,399
5367,411.54
5368,236.75
5369,219.47
5370,196.99
5371,76.09
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,102.26
5387,284.26
5388,388.33
5389,417.71
5390,332.92
5391,293.82
5392,249.51
5393,291.67
5394,241.71
5395,69.53
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,111.37
5411,276.34
5412,407.79
5413,513.43
5414,486.59
5415,447.58
5416,402.07
5417,326.39
5418,204.95
5419,65.02
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,105.15
5435,220.77
5436,391.4
5437,481.7
5438,521.34
5439,517.14
5440,530.16
5441,358.52
5442,171.73
5443,61.76
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,120.53
5459,255.37
5460,413.27
5461,483.31
5462,566.38
5463,485.71
5464,490.77
5465,357.35
5466,203.9
5467,72.31
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,103.23
5483,245.3
5484,320.77
5485,481.43
5486,475.26
5487,535.98
5488,419.94
5489,269.94
5490,173.22
5491,62.04
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,107.29
5507,228.46
5508,143.11
5509,437.45
5510,570.82
5511,504.43
5512,409.55
5513,316.11
5514,246.15
5515,95.45
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,9.3
5530,142.47
5531,324.18
5532,483.36
5533,592.18
5534,657.65
5535,502.05
5536,444.09
5537,221.57
5538,119.9
5539,62.63
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,9.35
5554,143.69
5555,319.83
5556,405.78
5557,564.07
5558,602.83
5559,551.28
5560,405.8
5561,342.54
5562,247.45
5563,78.68
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,10.35
5578,134.5
5579,273.3
5580,462.37
5581,480.79
5582,469.61
5583,532.15
5584,387.47
5585,325.56
5586,196.97
5587,75.05
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,8.2
5602,96.61
5603,291.56
5604,366.84
5605,553.95
5606,604.36
5607,586.52
5608,536.41
5609,341.41
5610,254.63
5611,103.27
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,11.7
5626,135.13
5627,310.99
5628,461.3
5629,543.83
5630,518.46
5631,389.38
5632,455.55
5633,372.76
5634,211.75
5635,84.17
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,10.65
5650,155.38
5651,317.6
5652,442.8
5653,479
5654,531.74
5655,437.14
5656,425.89
5657,330.74
5658,134.93
5659,59.28
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,12.3
5674,146.27
5675,323.3
5676,467.22
5677,493.45
5678,304.96
5679,233.57
5680,248.04
5681,230.63
5682,154.77
5683,89.36
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,14.1
5698,171.44
5699,357.4
5700,519.6
5701,638.39
5702,693.64
5703,668.05
5704,581.25
5705,456.12
5706,295.82
5707,121.46
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,14.85
5722,176.93
5723,366.27
5724,531.26
5725,645.38
5726,680.85
5727,644.25
5728,549.62
5729,423.95
5730,292.31
5731,121.16
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,15.65
5746,182.67
5747,372.66
5748,536.97
5749,653.26
5750,709.53
5751,699.76
5752,625.64
5753,494.75
5754,321.36
5755,128.15
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,16.34
5770,115.45
5771,245.27
5772,385.08
5773,586.69
5774,658.49
5775,709.01
5776,634.09
5777,501.05
5778,323.62
5779,133.23
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,31.68
5794,195.89
5795,391.33
5796,559.78
5797,678.36
5798,735.29
5799,725.72
5800,650.69
5801,516.31
5802,337.97
5803,141.14
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,29.68
5818,169.68
5819,333.16
5820,404.92
5821,371.92
5822,413.76
5823,345.23
5824,386.9
5825,299.28
5826,146.64
5827,89.92
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,29.65
5842,152.94
5843,330.72
5844,419.48
5845,572.04
5846,616.6
5847,691.45
5848,629.93
5849,498.31
5850,341.12
5851,145.46
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,39.73
5866,213.92
5867,410.93
5868,571.22
5869,671.51
5870,713.1
5871,676.5
5872,596.65
5873,436.95
5874,276.95
5875,103.19
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,39.86
5890,208.22
5891,401.09
5892,567.71
5893,682.07
5894,739.64
5895,730.46
5896,650.37
5897,519.59
5898,345.38
5899,147.73
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,37.24
5914,207.69
5915,361.43
5916,507.93
5917,600.61
5918,367.36
5919,480.22
5920,544.02
5921,307.75
5922,242.66
5923,96.49
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,44.09
5938,208.06
5939,415.54
5940,570.03
5941,689.69
5942,746.51
5943,735.5
5944,601.16
5945,354.99
5946,198.11
5947,100.96
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,47.32
5962,204.32
5963,353.59
5964,460.89
5965,572.34
5966,628.45
5967,673.43
5968,637.71
5969,468.23
5970,344.34
5971,153.67
5972,9.2
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,53
5986,233.86
5987,423.3
5988,588.59
5989,704.36
5990,765.27
5991,740.25
5992,670.78
5993,542.62
5994,359.76
5995,161.59
5996,9.7
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,56
6010,239.79
6011,437.19
6012,603.37
6013,716.4
6014,768.05
6015,752.2
6016,671.93
6017,538.83
6018,349.61
6019,137.83
6020,10.4
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,37.14
6034,198.92
6035,357.5
6036,453.83
6037,544.5
6038,499.13
6039,306.32
6040,207.74
6041,141.05
6042,93.48
6043,30.59
6044,3.85
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,24.15
6058,173.22
6059,422.8
6060,612.61
6061,728.02
6062,780.41
6063,766.35
6064,685.98
6065,545.85
6066,363.63
6067,162.1
6068,10
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,0
6079,0
6080,0
6081,65.76
6082,253.21
6083,451.02
6084,616.52
6085,730.25
6086,785.27
6087,772.01
6088,690.61
6089,552.17
6090,367.97
6091,169.58
6092,10.8
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,66.44
6106,252.93
6107,447.71
6108,603.74
6109,697.91
6110,737.82
6111,615.35
6112,569.69
6113,454.49
6114,334.25
6115,157.9
6116,10.9
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,67.02
6130,225.24
6131,422.16
6132,598.39
6133,718.98
6134,784.03
6135,767.87
6136,683.36
6137,428.99
6138,273.99
6139,108.68
6140,10.6
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,61.1
6154,178.89
6155,339.58
6156,556.9
6157,699.49
6158,779.01
6159,793.33
6160,722.84
6161,582.68
6162,391.78
6163,182.74
6164,12.1
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,76.31
6178,270.93
6179,450.71
6180,603.59
6181,738.62
6182,789.97
6183,754.89
6184,706.38
6185,567.11
6186,392.2
6187,183.4
6188,12.4
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,87.46
6202,286.77
6203,490.28
6204,659.53
6205,775.79
6206,827.6
6207,813.43
6208,731.71
6209,589.82
6210,401.01
6211,189.56
6212,13.15
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,0
6223,0
6224,0
6225,79.84
6226,236.88
6227,402.6
6228,605.8
6229,742.32
6230,814.01
6231,796.59
6232,592.46
6233,489.67
6234,348.38
6235,153.68
6236,15.2
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,15.84
6250,140.12
6251,207.13
6252,206.63
6253,337.84
6254,385.67
6255,542.71
6256,275.58
6257,202.48
6258,143.15
6259,71.44
6260,7.9
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,92.52
6274,283.16
6275,475.2
6276,647.74
6277,766.56
6278,815.81
6279,775.2
6280,667.32
6281,371.6
6282,133.78
6283,65.05
6284,7.95
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,17.25
6298,80.69
6299,297.23
6300,479.51
6301,596.77
6302,723.87
6303,532.72
6304,622.17
6305,501.33
6306,353.43
6307,160.59
6308,11.4
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,0
6321,107.39
6322,313
6323,516.04
6324,683.5
6325,794.49
6326,839.52
6327,817.53
6328,733.86
6329,581.24
6330,311.84
6331,126.05
6332,12.75
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,117.88
6346,331.37
6347,532.38
6348,694.36
6349,814.16
6350,801.64
6351,476.43
6352,409.43
6353,331.99
6354,286.33
6355,162.47
6356,12.45
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,93.57
6370,298.5
6371,455.12
6372,519.34
6373,525.64
6374,540.41
6375,431.82
6376,392.5
6377,347.53
6378,228.19
6379,97.42
6380,16.33
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,120.66
6394,306.65
6395,507.69
6396,647.44
6397,556.17
6398,527.32
6399,625.07
6400,452.13
6401,362.9
6402,326.01
6403,97.22
6404,19.38
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,120.44
6418,284.63
6419,385
6420,374.08
6421,453.69
6422,515.77
6423,412.54
6424,251.05
6425,113.56
6426,111
6427,96.08
6428,22.78
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,106.04
6442,281.53
6443,504.56
6444,629.2
6445,742.24
6446,792
6447,789.6
6448,659.01
6449,552.96
6450,328.66
6451,204.46
6452,30.43
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,97.82
6466,207.43
6467,388.66
6468,490.35
6469,441.28
6470,541.19
6471,509.12
6472,461.99
6473,454.45
6474,297.09
6475,153.78
6476,23.49
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,141.98
6490,356.81
6491,560.94
6492,732.16
6493,842.23
6494,895.25
6495,878.63
6496,788.63
6497,628.36
6498,430.48
6499,213.81
6500,36.05
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,123.86
6514,287.21
6515,490.57
6516,686.43
6517,821.92
6518,867.77
6519,839.78
6520,771.37
6521,615.61
6522,429.38
6523,218.05
6524,39.16
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,0
6535,0
6536,0
6537,62.59
6538,127.94
6539,165.44
6540,127.74
6541,133.54
6542,90.65
6543,95.6
6544,99.5
6545,80.8
6546,81.1
6547,35.95
6548,5
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,118.67
6562,264.56
6563,513.93
6564,682.3
6565,778.13
6566,843.14
6567,811.91
6568,433.85
6569,368.77
6570,237.22
6571,151.17
6572,32.47
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,0
6584,0
6585,103.05
6586,238.17
6587,385.96
6588,646.95
6589,846.93
6590,895.07
6591,869.55
6592,780.03
6593,632.68
6594,444.86
6595,228.84
6596,43.19
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,165.27
6610,383.32
6611,588.89
6612,755.13
6613,866.28
6614,912.56
6615,889.42
6616,798.17
6617,647.22
6618,452.87
6619,232.55
6620,44.3
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,9
6633,57.4
6634,81.1
6635,119.67
6636,533.99
6637,759.08
6638,780.76
6639,743.53
6640,670.21
6641,459.59
6642,178.83
6643,134.73
6644,27.26
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,8.4
6657,114.36
6658,313.09
6659,420.6
6660,407.15
6661,533.15
6662,399.65
6663,303.74
6664,235.38
6665,175.88
6666,58
6667,25.5
6668,3
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,9.35
6681,148.99
6682,323.57
6683,426.66
6684,373.83
6685,542.8
6686,476.65
6687,565.75
6688,462.1
6689,428.14
6690,371.73
6691,185.11
6692,42.51
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,10.2
6705,145.62
6706,359.62
6707,550.88
6708,717.84
6709,837.84
6710,805.92
6711,621.63
6712,482.55
6713,336.02
6714,211.94
6715,139.39
6716,25.87
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,6.35
6729,50.8
6730,74.84
6731,118.58
6732,111.69
6733,269.57
6734,159.84
6735,150.1
6736,186.23
6737,213.34
6738,93.49
6739,42.2
6740,9.76
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,12.25
6753,172.86
6754,380.48
6755,607.14
6756,642.57
6757,748.51
6758,623.61
6759,591.94
6760,557.41
6761,478.95
6762,251.15
6763,194.8
6764,50.15
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,13.95
6777,195.85
6778,416.59
6779,629.71
6780,796.5
6781,905.11
6782,944.67
6783,920.77
6784,825.92
6785,672.07
6786,474.77
6787,252.87
6788,56.18
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,0
6800,13.85
6801,197.71
6802,382.77
6803,622.24
6804,788.19
6805,895.01
6806,935.36
6807,896.71
6808,786.9
6809,624.92
6810,467.36
6811,248.99
6812,56.74
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,0
6824,14.9
6825,203.97
6826,421.41
6827,616.07
6828,784.09
6829,887.83
6830,925.96
6831,896.9
6832,803.7
6833,665.34
6834,458.47
6835,252.2
6836,58.45
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,0
6846,0
6847,0
6848,16.15
6849,112.85
6850,239.24
6851,384.21
6852,556.91
6853,664.19
6854,794.81
6855,839.86
6856,617.15
6857,505.27
6858,425.02
6859,227.9
6860,52.41
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,0
6871,0
6872,32.63
6873,183.81
6874,416.09
6875,616.17
6876,797.21
6877,903.3
6878,943.78
6879,876.27
6880,766.94
6881,589.59
6882,456.06
6883,239.9
6884,59.61
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,36.25
6897,216.26
6898,436.9
6899,637.92
6900,801.59
6901,901.22
6902,881.27
6903,876.06
6904,777.91
6905,636.03
6906,480.48
6907,235.42
6908,64.18
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,0
6919,0
6920,35.05
6921,194.68
6922,372.5
6923,448.21
6924,659.06
6925,658.73
6926,417.97
6927,415.47
6928,548.55
6929,470.81
6930,249.49
6931,121.55
6932,37.62
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,20.64
6945,67.6
6946,237.54
6947,175.18
6948,357.65
6949,316.77
6950,256.11
6951,295.56
6952,333.2
6953,356.65
6954,204.8
6955,147.23
6956,53.73
6957,0
6958,0
6959,0
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,15.96
6969,99.35
6970,175.82
6971,224.37
6972,302.39
6973,490.81
6974,604.96
6975,737.37
6976,743.62
6977,689.78
6978,423.03
6979,250.11
6980,70.12
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,0
6990,0
6991,0
6992,33.4
6993,156.8
6994,278.9
6995,553.77
6996,768.48
6997,936.31
6998,980.79
6999,953
7000,857.54
7001,701.62
7002,507.24
7003,281.72
7004,74.29
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,49.95
7017,243.33
7018,468.68
7019,674.44
7020,838.6
7021,945.18
7022,985.38
7023,949.03
7024,859.91
7025,691.29
7026,502.79
7027,279.23
7028,75.54
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,42.46
7041,223.03
7042,435.92
7043,560.16
7044,718.52
7045,828
7046,870.49
7047,831.53
7048,604.52
7049,475.22
7050,476.61
7051,229.3
7052,57.06
7053,0
7054,0
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,0
7064,52.35
7065,243.5
7066,465.92
7067,664.76
7068,800.8
7069,909.51
7070,967.48
7071,934.93
7072,837.48
7073,687.39
7074,471.31
7075,256.71
7076,73.1
7077,0
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,0
7087,0
7088,55.21
7089,245.41
7090,438
7091,547.58
7092,648.55
7093,568.43
7094,522
7095,473.04
7096,149.18
7097,281.42
7098,318.12
7099,148.16
7100,46.03
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,37.27
7113,173.94
7114,383.74
7115,606.22
7116,731.54
7117,799.54
7118,607.94
7119,340.42
7120,378.14
7121,228.07
7122,115.7
7123,111.85
7124,24.8
7125,0
7126,0
7127,0
7128,0
7129,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,0
7136,24.7
7137,109.35
7138,232.87
7139,372.26
7140,469.14
7141,525.32
7142,621.55
7143,654.19
7144,613.95
7145,464.59
7146,369.53
7147,217.58
7148,64.82
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,47.4
7161,179.91
7162,394.73
7163,515.05
7164,617.98
7165,627.51
7166,590.81
7167,661.22
7168,573.2
7169,386.02
7170,383.49
7171,183.52
7172,52.35
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,54.04
7185,219.53
7186,410.94
7187,566.29
7188,619.8
7189,517.02
7190,578.16
7191,520.74
7192,431.56
7193,351.61
7194,302.99
7195,152.02
7196,56.55
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
