PV_gen_share	OcM	REM	Storage_hrs	BackupShare	Storage_LCOH	GreenHydrogen_LCOH	Transport_LCHS	Electricity_LCOH	Total_LCOH		
0.3	1	3.5	9	0.147977656	0.174593287	12.33496913	0.093041786	4.554580463	17.15718466		
1	1	2.5	6	0.461362328	0.116490282	13.94721608	0.078165495	3.019305121	17.16117698		
0.65	1.5	1.5	24	0.513924836	0.465906794	13.90597685	0.074329694	2.715123814	17.16133715		
0.1	1	3.5	17	0.11376738	0.329487546	11.84748788	0.092957212	4.891608249	17.16154089		
0.2	1	3.5	12	0.132068736	0.232711652	12.10451585	0.093010052	4.733616339	17.16385389		
0.45	1.5	2	4	0.350922506	0.077648024	13.88653752	0.085690123	3.11545089	17.16532656		
1	1	3.5	16	0.237893889	0.310275627	13.78095159	0.093008081	2.983293553	17.16752885		
0.65	1.5	2	20	0.356397329	0.387575106	13.96732559	0.085543345	2.727108246	17.16755229		
0.05	2	1.5	14	0.351479137	0.271439324	13.87255388	0.085586463	2.939810088	17.16938976		
0.7	1.5	1	2	0.686169411	0.038838261	14.3682289	0.062544575	2.700886948	17.17049868		
0.1	2	1.5	25	0.34756317	0.484116391	13.76356812	0.085481105	2.841600373	17.17476599		
0.1	0.5	5	2	0.195696919	0.03882942	9.343746948	0.078164138	7.714469594	17.1752101		
0	1	3.5	25	0.093312865	0.484100468	11.56935434	0.092872792	5.029194107	17.17552171		
0.65	1.5	2	9	0.36360741	0.174627024	14.15271715	0.08565038	2.763324356	17.17631891		
0.2	2	1	7	0.576429469	0.135933912	14.19430599	0.07047853	2.77566882	17.17638725		
0.15	1	3.5	14	0.124133607	0.271435209	11.99197687	0.092988909	4.820440862	17.17684185		
0.35	1	3.5	8	0.156632121	0.155211684	12.46300035	0.093052368	4.465879017	17.17714342		
0.9	0.5	5	3	0.348941978	0.058251587	11.54287817	0.078174145	5.500915912	17.18021981		
0.65	1.5	1.5	25	0.513924836	0.485319577	13.90597685	0.074329694	2.715123814	17.18074994		
0.65	1.5	2	21	0.356283485	0.406907634	13.96240458	0.085533628	2.726146932	17.18099278		
0.25	0.5	5	1	0.225600284	0.01941692	9.705597621	0.078173035	7.378079082	17.18126666		
0.1	2	1.5	24	0.348525514	0.464804502	13.78619891	0.085490811	2.846275116	17.18276934		
1	1	3.5	15	0.239544148	0.290916473	13.81285055	0.093018656	2.990202614	17.18698829		
0.05	1	3.5	20	0.105627791	0.38750032	11.73549398	0.092925536	4.973399878	17.18931972		
0.7	1.5	1	3	0.686169411	0.058257391	14.3682289	0.062544575	2.700886948	17.18991781		
0.25	1	3.5	10	0.142081947	0.193970481	12.24872962	0.093031206	4.656382512	17.19211382		
0.1	2	1.5	23	0.349550104	0.445488227	13.81021985	0.085500518	2.851237014	17.1924456		
0.65	1.5	2	22	0.356169642	0.42623577	13.95748705	0.085523913	2.725186295	17.19443303		
0.2	2	1	8	0.576429469	0.155353043	14.19430599	0.07047853	2.77566882	17.19580638		
0.1	2	1.5	22	0.350574694	0.426167565	13.83432468	0.085510228	2.856216243	17.20221871		
0	1	3.5	24	0.095884686	0.464789212	11.60359623	0.092883336	5.044088259	17.20535703		
0.05	1	3	4	0.246946698	0.077641166	11.96971045	0.085682555	5.072719377	17.20575355		
1	0.5	5	5	0.367796797	0.097081077	11.88591664	0.078170199	5.145688093	17.206856		
0	1.5	2	5	0.317270312	0.097040415	13.19887656	0.085672806	3.825323691	17.20691348		
0.65	1.5	2	23	0.356055799	0.445559516	13.95257298	0.0855142	2.724226335	17.20787303		
0.05	2	1.5	13	0.353623319	0.252079453	13.92088115	0.085596193	2.950056678	17.20861347		
0.7	1.5	1	4	0.686169411	0.077676521	14.3682289	0.062544575	2.700886948	17.20933694		
0.2	1.5	2	4	0.333511974	0.077641166	13.52237804	0.085682555	3.525611067	17.21131283		
1	1	3.5	14	0.241465398	0.271552917	13.84983368	0.093029234	2.998212866	17.21262869		
0.1	2	1.5	21	0.351692467	0.406842514	13.86049751	0.08551994	2.86162265	17.21448262		
0.2	2	1	9	0.576429469	0.174772173	14.19430599	0.07047853	2.77566882	17.21522551		
0	2	1.5	11	0.352251915	0.213343269	13.89603584	0.085614359	3.020614057	17.21560753		
0.85	1	3.5	8	0.226080642	0.155249468	13.58369357	0.093075021	3.385289022	17.21730708		
0.1	1	3.5	16	0.117730614	0.310141165	11.90209078	0.092967775	4.914166409	17.21936612		
0.65	1.5	2	24	0.355941955	0.464878874	13.94766237	0.08550449	2.723267051	17.22131278		
0.65	1.5	2	8	0.366073113	0.15524168	14.21021254	0.085660124	2.77455604	17.22567039		
0.7	1.5	1	5	0.686169411	0.097095652	14.3682289	0.062544575	2.700886948	17.22875607		
0.1	2	1.5	20	0.352944744	0.387513073	13.88964482	0.085529654	2.867643482	17.23033103		
0.05	1	3.5	19	0.108786539	0.368167122	11.77845688	0.092936092	4.991618296	17.23117839		
0.2	2	1	10	0.576429469	0.194191303	14.19430599	0.07047853	2.77566882	17.23464464		
0.65	1.5	2	25	0.355828112	0.484193844	13.94275522	0.085494781	2.722308442	17.23475228		
0	1	3.5	23	0.098606998	0.445473571	11.63997773	0.092893882	5.059913081	17.23825827		
0.7	1	3	3	0.323994772	0.05824541	13.33715088	0.085703943	3.76045806	17.24155829		
0.1	2	1.5	19	0.354197021	0.36817924	13.91891504	0.08553937	2.873689702	17.24632336		
0.7	1.5	1	6	0.686169411	0.116514782	14.3682289	0.062544575	2.700886948	17.2481752		
0.15	1	3.5	13	0.12902734	0.252075632	12.06076557	0.09299948	4.848108524	17.2539492		
0.2	2	1	11	0.576429469	0.213610434	14.19430599	0.07047853	2.77566882	17.25406377		
0.4	1	3.5	7	0.168185832	0.135825672	12.63754664	0.093062953	4.390551152	17.25698642		
0.05	2	1.5	12	0.35617709	0.232715181	13.97841052	0.085605924	2.962254344	17.25898597		
0.65	1.5	1.5	2	0.528519551	0.038838261	14.34585438	0.074353998	2.801053576	17.26010021		
1	1	3	9	0.35527187	0.17467241	13.97569493	0.085672641	3.025473414	17.2615134		
0.2	1	3.5	11	0.138007552	0.213343269	12.18933672	0.093020628	4.766806195	17.26250681		
0.1	2	1.5	18	0.355525446	0.348841014	13.94995104	0.085549088	2.880100672	17.26444182		
0.15	1.5	2	4	0.331747108	0.077641166	13.48670846	0.085682555	3.614426903	17.26445908		
1	1	3.5	13	0.244653521	0.252184956	13.91026268	0.093039813	3.011301309	17.26678876		
0.7	1.5	1	7	0.686169411	0.135933912	14.3682289	0.062544575	2.700886948	17.26759433		
0	0.5	5	3	0.180183658	0.058237501	9.165849732	0.078155242	7.967488871	17.26973135		
0.9	1	3.5	9	0.234479046	0.174646444	13.73156477	0.093070114	3.272305918	17.27158725		
0.2	2	1	12	0.576429469	0.233029564	14.19430599	0.07047853	2.77566882	17.2734829		
0.9	1	2	1	0.566773323	0.01941913	13.87809012	0.07047853	3.307241916	17.27522969		
0	1	3.5	22	0.10159862	0.426153543	11.6800766	0.092904431	5.077354842	17.27648942		
0.5	1.5	2	4	0.358976927	0.077649866	14.06135145	0.085692156	3.052387063	17.27708053		
0.05	1	3.5	18	0.112188247	0.348829532	11.82496143	0.092946651	5.011338552	17.27807617		
0.15	1	3	3	0.262426143	0.058237501	12.22249755	0.085692306	4.913159126	17.27958648		
0.1	2	1.5	17	0.356891944	0.329498394	13.98195066	0.085558809	2.88671069	17.28371855		
0.1	1	3.5	15	0.12216556	0.290790387	11.96360861	0.092978341	4.939581345	17.28695868		
0.7	1.5	1	8	0.686169411	0.155353043	14.3682289	0.062544575	2.700886948	17.28701346		
0.85	1	3	5	0.341724239	0.097067068	13.69421262	0.085696337	3.412846789	17.28982281		
0.2	2	1	13	0.576429469	0.252448694	14.19430599	0.07047853	2.77566882	17.29290203		
0.6	1	3.5	6	0.197818356	0.116437707	13.10585057	0.093075505	3.981252074	17.29661586		
0.8	1	3.5	7	0.223816917	0.135850447	13.54505122	0.093079928	3.523471674	17.29745327		
0	2	1.5	10	0.35613205	0.193970481	13.98203788	0.085624095	3.039318163	17.30095062		
0.6	1.5	1.5	1	0.527405307	0.01941913	14.31204783	0.074353998	2.898578013	17.30439897		
0.65	1.5	2	7	0.369655939	0.135851925	14.29342704	0.08566987	2.790811933	17.30576077		
0.1	2	1.5	16	0.358371907	0.310151377	14.0165676	0.085568532	2.89386136	17.30614887		
0.7	1.5	1	9	0.686169411	0.174772173	14.3682289	0.062544575	2.700886948	17.30643259		
0.65	1	3.5	6	0.205140034	0.11644231	13.22706325	0.093079184	3.873747785	17.31033253		
0.2	2	1	14	0.576429469	0.271867825	14.19430599	0.07047853	2.77566882	17.31232116		
0.85	0.5	5	2	0.345151917	0.038835999	11.47684835	0.078177382	5.719900349	17.31376208		
0.7	1.5	1.5	5	0.531571972	0.097070227	14.43122448	0.074334528	2.712734531	17.31536376		
0.75	0.5	5	1	0.326903249	0.019417983	11.16590028	0.078177314	6.052193415	17.31568899		
0.6	1.5	2	5	0.36748249	0.097055701	14.24869967	0.085686301	2.885741868	17.31718354		
0	1	3.5	21	0.104702372	0.406829127	11.72191598	0.092914983	5.095553668	17.31721376		
0.55	1	3.5	6	0.192220038	0.11643525	13.01480469	0.093073541	4.095607724	17.3199212		
0.25	1	3.5	9	0.149392746	0.174593287	12.35545328	0.093041786	4.696977489	17.32006584		
0.8	1	3	4	0.33786284	0.07765822	13.61563722	0.085701376	3.541842908	17.32083972		
0.9	1	3	6	0.348023988	0.116473271	13.82509277	0.085691032	3.294605774	17.32186285		
0.05	2	1.5	11	0.359198238	0.213346504	14.04663028	0.085615658	2.97671864	17.32231109		
0.7	1.5	1	10	0.686169411	0.194191303	14.3682289	0.062544575	2.700886948	17.32585172		
0.3	1	3.5	8	0.157294802	0.155211684	12.47278471	0.093052368	4.605497232	17.32654599		
0.1	2	1.5	15	0.359851871	0.290799962	14.05135647	0.085578257	2.901047543	17.32878223		
0.05	1	3.5	17	0.115819489	0.329487546	11.87490826	0.092957212	5.032518504	17.32987152		
0.2	2	1	15	0.576429469	0.291286955	14.19430599	0.07047853	2.77566882	17.33174029		
0.7	1.5	1.5	6	0.531536722	0.116483211	14.4298594	0.074333851	2.712477801	17.33315426		
0.7	1.5	1.5	4	0.532485373	0.077665021	14.46290765	0.074342989	2.718693188	17.33360885		
0.2	0.5	5	1	0.223382659	0.01941692	9.677907863	0.078173035	7.568200805	17.34369862		
0.7	1.5	1	11	0.686169411	0.213610434	14.3682289	0.062544575	2.700886948	17.34527085		
0.15	2	1.5	24	0.35787721	0.464811837	13.98637594	0.08549216	2.811306393	17.34798633		
0.15	2	1.5	25	0.357249481	0.48412403	13.97031734	0.085482454	2.808076909	17.34800074		
0.15	1	3.5	12	0.134741933	0.232711652	12.14183147	0.093010052	4.88071423	17.3482674		
0.2	2	1	16	0.576429469	0.310706085	14.19430599	0.07047853	2.77566882	17.35115942		
0.1	2	1.5	14	0.361355014	0.271444149	14.08682829	0.085587985	2.908374802	17.35223523		
0.7	1.5	1.5	7	0.531536722	0.13589708	14.4298594	0.074333851	2.712477801	17.35256813		
0.15	2	1.5	23	0.358691566	0.445495258	14.00652804	0.085501867	2.815359104	17.35288427		
0.1	1.5	2	4	0.331418007	0.077641166	13.48007784	0.085682555	3.71072138	17.35412294		
0.5	1	3.5	6	0.187187762	0.11643525	12.9343395	0.093073541	4.211422128	17.35527042		
0.7	1	3.5	6	0.213976281	0.116446913	13.37623218	0.093082864	3.771483094	17.35724505		
0.1	1	3.5	14	0.126787355	0.271435209	12.02833312	0.092988909	4.966321059	17.3590783		
0	1	3.5	20	0.107889986	0.38750032	11.76515875	0.092925536	5.114362925	17.35994753		
0.15	2	1.5	22	0.359602313	0.426174291	14.02884046	0.085511577	2.819846269	17.3603726		
0.7	1.5	1	12	0.686169411	0.233029564	14.3682289	0.062544575	2.700886948	17.36468998		
0.4	1	3	2	0.29538824	0.03882942	12.7957256	0.085702059	4.445537026	17.36579411		
0.45	1	3	2	0.301209983	0.03882942	12.90223469	0.085702059	4.341762262	17.36852843		
0.15	2	1.5	21	0.360553631	0.406848936	14.05211194	0.08552129	2.824526307	17.36900847		
0.2	2	1	17	0.576429469	0.330125216	14.19430599	0.07047853	2.77566882	17.37057855		
0.35	1	3	2	0.289917546	0.03882942	12.69723014	0.085702059	4.549859062	17.37162068		
0.7	1.5	1.5	8	0.531536722	0.155310948	14.4298594	0.074333851	2.712477801	17.371982		
0.2	1	3.5	10	0.144425365	0.193970481	12.28221471	0.093031206	4.803148747	17.37236514		
0.15	2	1.5	20	0.361578222	0.387519191	14.07706979	0.085531004	2.829545485	17.37966547		
0.1	2	1.5	13	0.363074703	0.252083934	14.1272679	0.085597714	2.916728234	17.38167779		
0.7	1.5	1	13	0.686169411	0.252448694	14.3682289	0.062544575	2.700886948	17.38410911		
0.35	1	3.5	7	0.167911344	0.135825672	12.63338415	0.093062953	4.526967911	17.38924069		
0.2	2	1	18	0.576429469	0.349544346	14.19430599	0.07047853	2.77566882	17.38999768		
0.7	1.5	1.5	9	0.531536722	0.174724817	14.4298594	0.074333851	2.712477801	17.39139587		
0.05	1	3.5	16	0.119965425	0.310141165	11.93223507	0.092967775	5.056827939	17.39217195		
0.15	2	1.5	19	0.362684067	0.368185053	14.10390761	0.085540721	2.834942736	17.39257612		
0	1	3	4	0.249422831	0.077641166	12.00915064	0.085682555	5.220491803	17.39296617		
0.5	1	3	2	0.30813414	0.03882942	13.03124544	0.085702059	4.242992189	17.39876911		
0	2	1.5	9	0.360446387	0.174593287	14.07864322	0.085633833	3.060328319	17.39919866		
0.05	2	1.5	10	0.362715218	0.193973423	14.12647708	0.085625393	2.993648158	17.39972405		
0.7	1.5	1	14	0.686169411	0.271867825	14.3682289	0.062544575	2.700886948	17.40352824		
0	1	3.5	19	0.111316847	0.368167122	11.81189139	0.092936092	5.134690168	17.40768477		
0.2	2	1	19	0.576429469	0.368963477	14.19430599	0.07047853	2.77566882	17.40941681		
0.15	2	1.5	18	0.363941806	0.348846523	14.13421024	0.085550439	2.841036782	17.40964399		
0.7	1.5	1.5	10	0.531536722	0.194138685	14.4298594	0.074333851	2.712477801	17.41080974		
0.05	0.5	5	2	0.197412874	0.03882942	9.36370319	0.078164138	7.935283872	17.41598062		
1	0.5	4	2	0.502225264	0.038838261	12.07940191	0.07047853	5.229502838	17.41822154		
0.1	2	1.5	12	0.365160245	0.232719318	14.17608414	0.085607446	2.926811988	17.42122289		
0.7	1.5	1	15	0.686169411	0.291286955	14.3682289	0.062544575	2.700886948	17.42294737		
0.05	1.5	2	4	0.330426574	0.077641166	13.46014213	0.085682555	3.803157976	17.42662382		
0.45	1	3.5	6	0.183898824	0.11643525	12.88228574	0.093073541	4.335045466	17.42684		
1	1	3.5	12	0.252558814	0.23281259	14.05924032	0.093050395	3.043568681	17.42867199		
0.2	2	1	20	0.576429469	0.388382607	14.19430599	0.07047853	2.77566882	17.42883595		
0.15	2	1.5	17	0.365307927	0.329503597	14.16705382	0.08556016	2.847641828	17.4297594		
0.7	1.5	1.5	11	0.531536722	0.213552554	14.4298594	0.074333851	2.712477801	17.43022361		
0.3	1	3	2	0.286745525	0.03882942	12.64081223	0.085702059	4.667575978	17.43291969		
0.95	1	3.5	10	0.247652123	0.194041375	13.97066137	0.093065207	3.17684842	17.43461638		
0.65	1.5	2	6	0.375008274	0.116457757	14.41827691	0.085679618	2.815201268	17.43561556		
0.1	1	3.5	13	0.131827921	0.252075632	12.09958235	0.09299948	4.995756336	17.4404138		
0.1	1	3	3	0.263605029	0.058237501	12.24204387	0.085692306	5.054611631	17.4405853		
0.7	1.5	1	16	0.686169411	0.310706085	14.3682289	0.062544575	2.700886948	17.4423665		
0.55	1.5	2	4	0.369075146	0.077651708	14.28670925	0.085694189	2.997387768	17.44744292		
0.2	2	1	21	0.576429469	0.407801737	14.19430599	0.07047853	2.77566882	17.44825508		
0.7	1.5	1.5	12	0.531536722	0.232966423	14.4298594	0.074333851	2.712477801	17.44963748		
0.15	2	1.5	16	0.366674047	0.310156276	14.20005047	0.085569884	2.854277658	17.45005428		
0.15	1	3.5	11	0.140768617	0.213343269	12.22842611	0.093020628	4.915543665	17.45033367		
0.95	1	3	7	0.358075766	0.135877617	14.0400801	0.085686072	3.192641937	17.45428572		
0.7	1.5	2	11	0.376672274	0.213391641	14.4443212	0.085633771	2.715197633	17.45854425		
0	1	3.5	18	0.114886021	0.348829532	11.86089819	0.092946651	5.156006601	17.45868097		
0.7	1.5	2	12	0.376128178	0.23276441	14.42912344	0.085624033	2.712339389	17.45985127		
0.7	1.5	1	17	0.686169411	0.330125216	14.3682289	0.062544575	2.700886948	17.46178564		
0.05	1	3.5	15	0.124485862	0.290790387	11.99523411	0.092978341	5.083542686	17.46254553		
0.7	1.5	2	10	0.377432053	0.194014466	14.46455063	0.085643511	2.719002183	17.46321079		
0.1	2	1.5	11	0.367353273	0.213350297	14.22765006	0.08561718	2.937463734	17.46408127		
0.25	2	1	1	0.588221332	0.01941913	14.60057488	0.07047853	2.775482429	17.46595497		
0.2	2	1	22	0.576429469	0.427220868	14.19430599	0.07047853	2.77566882	17.46767421		
0.7	1.5	2	13	0.375844506	0.252132773	14.41995671	0.085614298	2.710615402	17.46831918		
0.7	1.5	1.5	13	0.531536722	0.252380291	14.4298594	0.074333851	2.712477801	17.46905134		
0.15	2	1.5	15	0.368053847	0.290804556	14.23350841	0.085579609	2.861006256	17.47089883		
0.25	1.5	2.5	25	0.166327728	0.484100468	13.47650799	0.096532044	3.415598863	17.47273937		
0.75	1	2.5	1	0.450279931	0.01941913	13.67151689	0.078181934	3.705585491	17.47470344		
0.7	1.5	1.5	3	0.536766382	0.058255397	14.60004401	0.074351452	2.744484431	17.47713529		
0.75	1	3.5	6	0.226056832	0.116451517	13.5854477	0.093086544	3.682244711	17.47723047		
0.3	1.5	2.5	25	0.171445811	0.484100468	13.55942501	0.096532044	3.33797521	17.47803273		
0.7	1.5	2	14	0.375616819	0.271496732	14.41209031	0.085604565	2.709135966	17.47832757		
0.7	1.5	2	9	0.378585574	0.174632882	14.49399844	0.085653253	2.724540435	17.47882502		
0.7	1.5	1	18	0.686169411	0.349544346	14.3682289	0.062544575	2.700886948	17.48120477		
0.25	1	3.5	8	0.158298315	0.155211684	12.4876307	0.093052368	4.747254431	17.48314919		
0.65	1	4	23	0.084779596	0.445482954	13.10182377	0.10019418	3.837049622	17.48455053		
0.25	2	1	2	0.588208014	0.038838261	14.6001029	0.07047853	2.775392663	17.48481235		
0.65	1	4	22	0.085733227	0.42616252	13.11707135	0.100205559	3.841517525	17.48495695		
0.05	2	1.5	9	0.366483863	0.174595935	14.21286932	0.085635132	3.011965473	17.48506585		
0.65	1	4	24	0.083923616	0.464799001	13.08800174	0.100182805	3.832999436	17.48598298		
0.55	1	3	2	0.317251162	0.0388307	13.20574077	0.085704885	4.155726168	17.48600252		
0.2	2	1	23	0.576429469	0.446639998	14.19430599	0.07047853	2.77566882	17.48709334		
0.3	1.5	2.5	24	0.172766857	0.464789212	13.58285491	0.096543003	3.343746085	17.48793321		
0.7	1.5	1.5	14	0.531536722	0.27179416	14.4298594	0.074333851	2.712477801	17.48846521		
0.7	1.5	2	15	0.375394558	0.290856289	14.40435725	0.085594833	2.70768161	17.48848998		
0.25	1.5	2.5	24	0.168007937	0.464789212	13.50545732	0.096543003	3.422939924	17.48972946		
0.65	1	4	25	0.083240556	0.484110662	13.07666601	0.100171432	3.829677793	17.49062589		
0.65	1	4	21	0.087000812	0.406837697	13.13685617	0.100216939	3.847314951	17.49122575		
0.15	2	1.5	14	0.369533811	0.271448437	14.26938443	0.085589337	2.868221146	17.49464335		
0.7	1	4	20	0.095855946	0.387526074	13.26744219	0.100232872	3.740792885	17.49599402		
0.7	1	4	21	0.094945199	0.406856162	13.25246901	0.100221488	3.736568873	17.49611553		
0.7	1	4	19	0.096814551	0.368191594	13.28315109	0.100244259	3.745224444	17.49681138		
0.7	1	4	22	0.09413328	0.426181859	13.23896913	0.100210106	3.732760489	17.49812158		
0.2	1.5	2.5	25	0.162803683	0.484100468	13.420003	0.096532044	3.498905276	17.49954079		
0.2	1	3.5	9	0.151615455	0.174593287	12.38776594	0.093041786	4.844450257	17.49985127		
0.7	1	4	23	0.093341332	0.445503168	13.22578707	0.100198727	3.729041764	17.50053073		
0.7	1.5	1	19	0.686169411	0.368963477	14.3682289	0.062544575	2.700886948	17.5006239		
0.65	1	4	20	0.088449117	0.387508485	13.15930131	0.100228323	3.853891916	17.50093004		
0.7	1.5	2	16	0.375280715	0.310211445	14.39912337	0.085585105	2.706697274	17.50161719		
0.7	1	4	18	0.098032881	0.34885272	13.30271625	0.100255649	3.750743876	17.50256849		
0.3	1.5	2.5	23	0.174389579	0.445473571	13.61131936	0.096553965	3.35075699	17.50410388		
0.25	2	1	3	0.588208014	0.058257391	14.6001029	0.07047853	2.775392663	17.50423148		
0.7	1	4	24	0.092658272	0.464820089	13.21421138	0.10018735	3.725776201	17.50499502		
0.6	1	4	25	0.076293389	0.484100468	12.97837476	0.100169322	3.942506721	17.50515127		
0.2	2	1	24	0.576429469	0.466059128	14.19430599	0.07047853	2.77566882	17.50651247		
0.7	1.5	1.5	15	0.531536722	0.291208028	14.4298594	0.074333851	2.712477801	17.50787908		
0	2	1.5	8	0.365142268	0.155211684	14.18509699	0.085643573	3.083480357	17.5094326		
0.6	1	4	24	0.077491767	0.464789212	12.99677117	0.100180695	3.948098178	17.50983926		
0.7	1	4	17	0.09938557	0.329509452	13.32432148	0.100267041	3.756838822	17.51093679		
0.7	1	4	25	0.092079135	0.484132623	13.20416172	0.100175976	3.72294114	17.51141146		
0.65	1	4	19	0.08995847	0.36817488	13.18270506	0.100239709	3.860749774	17.51186942		
0.25	1.5	2.5	23	0.169957574	0.445473571	13.53890847	0.096553965	3.431422571	17.51235858		
0.35	1.5	2.5	25	0.178018739	0.484100468	13.66742101	0.096532044	3.26513891	17.51319243		
0	1	3.5	17	0.118682203	0.329487546	11.91337285	0.092957212	5.178831447	17.51464906		
0.7	1.5	2	17	0.375166872	0.329562202	14.3938933	0.085575378	2.705713654	17.51474453		
0.15	1.5	2.5	25	0.158780034	0.484100468	13.35606421	0.096532044	3.57939575	17.51609247		
0.15	2	1.5	13	0.371031663	0.252087917	14.3058476	0.085599067	2.875554113	17.51908869		
0.6	1	4	23	0.078948893	0.445473571	13.01886379	0.10019207	3.954813071	17.5193425		
0.7	1.5	1	20	0.686169411	0.388382607	14.3682289	0.062544575	2.700886948	17.52004303		
0.15	0.5	5	1	0.221829442	0.01941692	9.658608011	0.078173035	7.763862216	17.52006018		
0.2	1.5	2.5	24	0.16473902	0.464789212	13.45280199	0.096543003	3.507461297	17.52159551		
0.35	1.5	2.5	24	0.179286417	0.464789212	13.69033927	0.096543003	3.270616939	17.52228843		
0.75	1	4	20	0.104929156	0.387543664	13.40220784	0.100237422	3.632552579	17.52254151		
0.75	1	4	21	0.104025464	0.406874628	13.38703402	0.100226037	3.628437646	17.52257233		
0.3	1.5	2.5	22	0.176125367	0.426153543	13.64176867	0.09656493	3.358256774	17.52274392		
0.1	2	1.5	10	0.3701196	0.193976872	14.29256026	0.085626916	2.950871948	17.523036		
0.25	2	1	4	0.588208014	0.077676521	14.6001029	0.07047853	2.775392663	17.52365061		
0.25	1	3	2	0.284873283	0.03882942	12.60774715	0.085702059	4.792943683	17.52522231		
0.4	1	3.5	6	0.181910551	0.11643525	12.85102034	0.093073541	4.464758479	17.52528761		
0.75	1	4	19	0.105981144	0.368208309	13.41963547	0.10024881	3.637278712	17.5253713		
0.75	1	4	22	0.103272457	0.4262012	13.37413435	0.100214654	3.624939435	17.52548964		
0.2	2	1	25	0.576429469	0.485478259	14.19430599	0.07047853	2.77566882	17.5259316		
0.7	1.5	2	8	0.380867174	0.155246888	14.5499866	0.085662998	2.735070131	17.52596661		
0.7	1.5	1.5	16	0.531536722	0.310621897	14.4298594	0.074333851	2.712477801	17.52729295		
0.7	1	4	16	0.101182986	0.310161787	13.35258412	0.100278436	3.764811857	17.5278362		
0.7	1.5	2	18	0.375053028	0.348908561	14.38866702	0.085565653	2.704730748	17.52787198		
0.65	1	4	18	0.091736803	0.348836883	13.2100924	0.100251097	3.868774921	17.5279553		
0.75	1	4	18	0.107119578	0.348868559	13.43840592	0.100260201	3.642369001	17.52990368		
0.6	1	4	22	0.080488577	0.426153543	13.04219876	0.100203448	3.961905564	17.53046131		
0.75	1	4	23	0.102706037	0.445523383	13.36402871	0.100203273	3.622198922	17.53195429		
0	1.5	2	4	0.330781235	0.077641166	13.46726686	0.085682555	3.903151306	17.53374189		
0.75	1	4	17	0.108261579	0.329524414	13.4572827	0.100271594	3.647488123	17.53456683		
0.35	1.5	2.5	23	0.180764834	0.445473571	13.71684907	0.096553965	3.276953434	17.53583004		
0.25	1.5	2.5	22	0.172043318	0.426153543	13.57474912	0.09656493	3.440511154	17.53797875		
0.3	1	3.5	7	0.168453923	0.135825672	12.6416148	0.093062953	4.667872492	17.53837592		
0.05	1	3.5	14	0.129270097	0.271435209	12.06254687	0.092988909	5.112086664	17.53905766		
0.7	1.5	1	21	0.686169411	0.407801737	14.3682289	0.062544575	2.700886948	17.53946216		
0.4	1.5	2.5	25	0.184137332	0.484100468	13.76951052	0.096532044	3.189361553	17.53950459		
0.1	1	3.5	12	0.137729274	0.232711652	12.18380559	0.093010052	5.030551583	17.54007888		
0.75	1	4	24	0.102250663	0.464841178	13.35558445	0.100191896	3.619908955	17.54052648		
0.7	1.5	2	19	0.374939185	0.368250523	14.38344454	0.085555931	2.703748556	17.54099955		
0.35	1.5	2	3	0.358093536	0.058239997	14.0429955	0.085695979	3.354910473	17.54184195		
0.15	1.5	2.5	24	0.160915715	0.464789212	13.39173549	0.096543003	3.588960703	17.54202841		
0.75	1	4	16	0.109568642	0.310175872	13.4787046	0.100282989	3.653297449	17.54246091		
0.25	2	1	5	0.588208014	0.097095652	14.6001029	0.07047853	2.775392663	17.54306974		
0.3	1.5	2.5	21	0.177946861	0.406829127	13.67377517	0.096575897	3.366140099	17.54332029		
0.4	1.5	2.5	24	0.185194377	0.464789212	13.78922113	0.096543003	3.193929394	17.54448274		
0.6	1	4	21	0.08218443	0.406829127	13.06783371	0.100214828	3.969697124	17.54457479		
0.2	1.5	2.5	23	0.166782568	0.445473571	13.48750678	0.096553965	3.516514468	17.54604878		
0.7	1.5	1.5	17	0.531536722	0.330035765	14.4298594	0.074333851	2.712477801	17.54670682		
0.15	2	1.5	12	0.372645403	0.232722995	14.34514024	0.085608799	2.883456106	17.54692814		
0.7	1	4	15	0.103118323	0.290809724	13.38301983	0.100289833	3.773397927	17.54751732		
0.65	1	4	17	0.09370132	0.329494491	13.24030606	0.100262488	3.877628247	17.54769129		
0.75	1	4	25	0.101882834	0.484154587	13.34844723	0.100180521	3.61797344	17.55075578		
0.35	1.5	2.5	22	0.182351713	0.426153543	13.74527839	0.09656493	3.283748742	17.5517456		
0.75	1	4	15	0.110957466	0.290822932	13.50143353	0.100294388	3.659461223	17.55201208		
0.7	1.5	2	20	0.374825342	0.38758809	14.37822586	0.085546211	2.702767077	17.55412723		
0.4	1.5	2.5	23	0.186533639	0.445473571	13.81376122	0.096553965	3.199616448	17.5554052		
0.3	1.5	2	3	0.354862	0.058238731	13.97225093	0.085694115	3.439655837	17.55583962		
0.7	1.5	1	22	0.686169411	0.427220868	14.3682289	0.062544575	2.700886948	17.55888129		
0.6	1	4	20	0.084022521	0.38750032	13.0955968	0.100226211	3.978135515	17.56145885		
0.95	0.5	4	1	0.499366038	0.01941913	12.0104548	0.07047853	5.461760149	17.56211261		
0.25	2	1	6	0.588208014	0.116514782	14.6001029	0.07047853	2.775392663	17.56248887		
