PV_gen_share,OcM,REM,Storage_hrs,BackupShare,Storage_LCOH,GreenHydrogen_LCOH,Transport_LCHS,Electricity_LCOH,Total_LCOH
0,0.3,3.4,20,0.308404560109844,0.388286293161694,4.43695022780875,0.0545779292632299,6.42273463037847,11.3025490806121
0,0.3,3.4,21,0.308404560109844,0.407700607819779,4.43695022780875,0.0545779292632299,6.42273463037847,11.3219633952702
0,0.3,3.4,22,0.308404560109844,0.427114922477863,4.43695022780875,0.0545779292632299,6.42273463037847,11.3413777099283
0,0.3,3.4,23,0.308404560109844,0.446529237135948,4.43695022780875,0.0545779292632299,6.42273463037847,11.3607920245864
0,0.3,3.4,24,0.308404560109844,0.465943551794033,4.43695022780875,0.0545779292632299,6.42273463037847,11.3802063392445
0,0.3,3.4,25,0.308404560109844,0.485357866452117,4.43695022780875,0.0545779292632299,6.42273463037847,11.3996206539026
0,0.3,3.4,26,0.308404560109844,0.504772181110202,4.43695022780875,0.0545779292632299,6.42273463037847,11.4190349685607
0,0.3,3.4,27,0.308404560109844,0.524186495768287,4.43695022780875,0.0545779292632299,6.42273463037847,11.4384492832187
0,0.3,3.4,28,0.308404560109844,0.543600810426372,4.43695022780875,0.0545779292632299,6.42273463037847,11.4578635978768
0,0.3,3.4,29,0.308404560109844,0.563015125084456,4.43695022780875,0.0545779292632299,6.42273463037847,11.4772779125349
0,0.3,3.4,30,0.308404560109844,0.582429439742541,4.43695022780875,0.0545779292632299,6.42273463037847,11.496692227193
0,0.3,3.4,31,0.308404560109844,0.601843754400626,4.43695022780875,0.0545779292632299,6.42273463037847,11.5161065418511
0,0.3,3.4,32,0.308404560109844,0.621258069058711,4.43695022780875,0.0545779292632299,6.42273463037847,11.5355208565092
0,0.3,3.4,33,0.308404560109844,0.640672383716795,4.43695022780875,0.0545779292632299,6.42273463037847,11.5549351711672
0,0.3,3.4,34,0.308404560109844,0.66008669837488,4.43695022780875,0.0545779292632299,6.42273463037847,11.5743494858253
0,0.3,3.4,35,0.308404560109844,0.679501013032965,4.43695022780875,0.0545779292632299,6.42273463037847,11.5937638004834
0,0.3,3.4,36,0.308404560109844,0.698915327691049,4.43695022780875,0.0545779292632299,6.42273463037847,11.6131781151415
0,0.3,3.4,37,0.308404560109844,0.718329642349134,4.43695022780875,0.0545779292632299,6.42273463037847,11.6325924297996
0,0.3,3.4,38,0.308404560109844,0.737743957007219,4.43695022780875,0.0545779292632299,6.42273463037847,11.6520067444577
0,0.3,3.4,39,0.308404560109844,0.757158271665303,4.43695022780875,0.0545779292632299,6.42273463037847,11.6714210591158
0,0.3,3.4,40,0.308404560109844,0.776572586323388,4.43695022780875,0.0545779292632299,6.42273463037847,11.6908353737738
0,0.3,3.4,41,0.308404560109844,0.795986900981473,4.43695022780875,0.0545779292632299,6.42273463037847,11.7102496884319
0,0.3,3.4,42,0.308404560109844,0.815401215639557,4.43695022780875,0.0545779292632299,6.42273463037847,11.72966400309
0,0.3,3.4,43,0.308404560109844,0.834815530297642,4.43695022780875,0.0545779292632299,6.42273463037847,11.7490783177481
0,0.3,3.4,44,0.308404560109844,0.854229844955727,4.43695022780875,0.0545779292632299,6.42273463037847,11.7684926324062
0,0.3,3.4,45,0.308404560109844,0.873644159613812,4.43695022780875,0.0545779292632299,6.42273463037847,11.7879069470643
0,0.3,3.4,46,0.308404560109844,0.893058474271896,4.43695022780875,0.0545779292632299,6.42273463037847,11.8073212617223
0,0.3,3.4,47,0.308404560109844,0.912472788929981,4.43695022780875,0.0545779292632299,6.42273463037847,11.8267355763804
0,0.3,3.4,48,0.308404560109844,0.931887103588066,4.43695022780875,0.0545779292632299,6.42273463037847,11.8461498910385
0,0.3,3.4,49,0.308404560109844,0.95130141824615,4.43695022780875,0.0545779292632299,6.42273463037847,11.8655642056966
0,0.3,3.4,50,0.308404560109844,0.970715732904235,4.43695022780875,0.0545779292632299,6.42273463037847,11.8849785203547
0,0.3,3.4,51,0.308404560109844,0.99013004756232,4.43695022780875,0.0545779292632299,6.42273463037847,11.9043928350128
0,0.3,3.4,52,0.308404560109844,1.0095443622204,4.43695022780875,0.0545779292632299,6.42273463037847,11.9238071496709
0,0.3,3.4,53,0.308404560109844,1.02895867687849,4.43695022780875,0.0545779292632299,6.42273463037847,11.9432214643289
0,0.3,3.4,54,0.308404560109844,1.04837299153657,4.43695022780875,0.0545779292632299,6.42273463037847,11.962635778987
0,0.3,3.4,55,0.308404560109844,1.06778730619466,4.43695022780875,0.0545779292632299,6.42273463037847,11.9820500936451
0,0.3,3.4,56,0.308404560109844,1.08720162085274,4.43695022780875,0.0545779292632299,6.42273463037847,12.0014644083032
0,0.3,3.4,57,0.308404560109844,1.10661593551083,4.43695022780875,0.0545779292632299,6.42273463037847,12.0208787229613
